date_start,date_stop,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,objective,impressions,reach,frequency,clicks,inline_link_clicks,ctr,inline_link_click_ctr,cpc,cpm,spend,act_link_click,act_post_reaction,act_post_engagement,act_like,act_page_engagement,cost_post_engagement,cost_link_click,cost_like,cost_page_engagement
2026-09-23,2026-09-23,R.M. Houari,120251353658400201,[9/23/2026] Promoting Prof Orin Vale,120251353658370201,[9/23/2026] Promoting Prof Orin Vale,120251353658350201,[9/23/2026] Promoting Prof Orin Vale,PAGE_LIKES,79,73,1.082192,4,1,5.063291,1.265823,0.5375,27.21519,2.15,1,1,2,7,9,1.075,2.15,0.307143,0.238889
